search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&before=priority:20191231&after=priority:20100101&clustered=true&dups=language&sort=old
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2011268235-A1,Boron-10 enhanced thermal energy ,Michael Gurin,Michael Gurin,2010-04-29,2010-04-29,2011-11-03,,https://patents.google.com/patent/US20110268235A1/en,https://patentimages.storage.googleapis.com/61/38/b2/61c67de68a5861/US20110268235A1-20111103-D00000.png
KR-20110127437-A,Plasma probe assembly ,한국기초과학지원연구원,"박준교, 이상곤",2010-05-19,2010-05-19,2011-11-25,,https://patents.google.com/patent/KR20110127437A/en,https://patentimages.storage.googleapis.com/bb/30/07/2a869002ca4033/pat00001.png
KR-101188663-B1,Plasma probe assembly ,한국기초과학지원연구원,"박준교, 이상곤",2010-05-19,2010-05-19,2012-10-08,2012-10-08,https://patents.google.com/patent/KR101188663B1/en,https://patentimages.storage.googleapis.com/0a/eb/4d/6315463a1af84f/112010032149644-pat00001.png
CN-101850215-A,Low-temperature displacement chromatography hydrogen isotope separation device and method ,四川材料与工艺研究所,"罗德礼, 邓潇君, 钱晓静, 秦城",2010-05-24,2010-05-24,2010-10-06,,https://patents.google.com/patent/CN101850215A/en,https://patentimages.storage.googleapis.com/03/46/99/314f1d455e63b1/100520091632.png
CN-101850215-B,Low-temperature displacement chromatography hydrogen isotope separation device and method ,四川材料与工艺研究所,"罗德礼, 邓潇君, 钱晓静, 秦城",2010-05-24,2010-05-24,2013-03-13,2013-03-13,https://patents.google.com/patent/CN101850215B/en,https://patentimages.storage.googleapis.com/74/31/36/038b98a46b6749/100520091632.png
GB-201009768-D0,Compact fusion reactor ,Tokamak Solutions Uk Ltd,,2010-06-11,2010-06-11,2010-07-21,,https://patents.google.com/patent/GB201009768D0/en,
IT-1400531-B1,PROCESS FOR THE DETRIFICATION OF SOFT HOUSEKEEPING WASTE AND RELATIVE PLANT ,"Commissariat Energie Atomique, Enea Agenzia Naz Per Le Nuove Tecnologie L En E Lo Sviluppo Economico Sostenibile","Alessia Santucci, Fabio Borgognoni, Silvano Tosti, Nicolas Ghirelli, Xavier Lefebvre, Karine Liger, Pierre Trabuc",2010-06-22,2010-06-22,2013-06-11,2013-06-11,https://patents.google.com/patent/IT1400531B1/en,
IT-RM20100340-A1,PROCESS FOR THE DETRIFICATION OF SOFT HOUSEKEEPING WASTE AND RELATIVE SYSTEM ,"Commissariat Energie Atomique, Enea Agenzia Naz Per Le Nuo Ve Tecnologie","Fabio Borgognoni, Nicolas Ghirelli, Xavier Lefebvre, Karine Liger, Alessia Santucci, Silvano Tosti, Pierre Trabuc",2010-06-22,2010-06-22,2011-12-23,,https://patents.google.com/patent/ITRM20100340A1/en,
RU-2010127081-A,ELECTROMAGNETIC VORTEX REACTOR ,"Борис Фёдорович Полторацкий (RU), Борис Фёдорович Полторацкий","Борис Фёдорович Полторацкий (RU), Борис Фёдорович Полторацкий",2010-07-02,2010-07-02,2012-01-10,,https://patents.google.com/patent/RU2010127081A/en,
US-2012027150-A1,High flux fast neutron generator ,Ryoichi Wada,Ryoichi Wada,2010-08-02,2010-08-02,2012-02-02,,https://patents.google.com/patent/US20120027150A1/en,https://patentimages.storage.googleapis.com/3a/02/b7/0bd0cdf79dc8ff/US20120027150A1-20120202-D00000.png
US-2012076253-A1,Scalable high efficiency nuclear fusion energy source ,"Mr. & Mrs. Fred E. Howard, JR., Family Living Revocable Trust","Fred E. Howard, JR.",2010-09-23,2010-09-23,2012-03-29,,https://patents.google.com/patent/US20120076253A1/en,https://patentimages.storage.googleapis.com/79/ac/b4/dbf65381c7fb75/US20120076253A1-20120329-D00000.png
IT-1402198-B1,ANTENNA FOR HEATING BY CYCLOTRONIC RESONANCE OF THE IONS ,Bosia,Giuseppe Bosia,2010-09-27,2010-09-27,2013-08-28,2013-08-28,https://patents.google.com/patent/IT1402198B1/en,
IT-TO20100787-A1,ANTENNA FOR HEATING BY CYCLOTRONIC RESONANCE OF THE IONS ,Giuseppe Bosia,Giuseppe Bosia,2010-09-27,2010-09-27,2012-03-28,,https://patents.google.com/patent/ITTO20100787A1/en,
DE-102010041532-A1,"Composite component, has connector arranged between internal component and outer component, where inner component is connected with external component by thermal bonding process using connector ",Siemens Aktiengesellschaft,"Sven Fritzler, Jan Matschulla, Gunter Röhrich, Wolfgang Schäff",2010-09-28,2010-09-28,2012-01-05,,https://patents.google.com/patent/DE102010041532A1/en,https://patentimages.storage.googleapis.com/c7/2c/70/dc2a9e58ad0d3e/00120000.png
KR-101176438-B1,Vertical type tritium storage vessel for nuclear fusion facilities ,"한국기초과학지원연구원, 한국원자력연구원","정흥석, 조승연, 정기정, 강현구, 장민호, 윤세훈, 구대서, 안도희, 이한수, 정동유, 이재인, 정도연, 송규민",2010-11-04,2010-11-04,2012-08-30,2012-08-30,https://patents.google.com/patent/KR101176438B1/en,https://patentimages.storage.googleapis.com/71/55/37/27789da409b4f9/112010072035855-pat00003.png
BE-1019566-A4,THE HEAT OF NUCLEAR FUSION IN ELECTRICITY PRODUCTION WITH A THERMAL CENTRAL. ,Willy Boermans,Willy Boermans,2010-11-04,2010-11-04,2012-08-07,2012-08-07,https://patents.google.com/patent/BE1019566A4/en,
KR-20120047530-A,Vertical type tritium storage vessel for nuclear fusion facilities ,"한국원자력연구원, 한국기초과학지원연구원","정흥석, 조승연, 정기정, 강현구, 장민호, 윤세훈, 구대서, 안도희, 이한수, 정동유, 이재인, 정도연, 송규민",2010-11-04,2010-11-04,2012-05-14,,https://patents.google.com/patent/KR20120047530A/en,https://patentimages.storage.googleapis.com/e5/41/f4/e4fef6cf56245b/pat00003.png
KR-101135612-B1,Plasma facing components closed type nitrogen gas baking system ,한국기초과학지원연구원,"김상태, 김영진, 정남용, 김양수",2010-11-19,2010-11-19,2012-04-17,2012-04-17,https://patents.google.com/patent/KR101135612B1/en,https://patentimages.storage.googleapis.com/2a/fc/71/3842f610b3c528/112010075819870-pat00001.png
KR-20120055233-A,Moving type tritium removal system ,(주)한국원자력 엔지니어링,"이세엽, 문기원, 장영대, 오용호",2010-11-23,2010-11-23,2012-05-31,,https://patents.google.com/patent/KR20120055233A/en,https://patentimages.storage.googleapis.com/26/bf/3b/456d109d8a4f90/pat00001.png
KR-101696369-B1,Tritium Removal System in Exhaust Line of Nuclear Power Plant ,(주)한국원자력 엔지니어링,"이세엽, 문기원, 장영대, 오용호",2010-11-23,2010-11-23,2017-01-16,2017-01-16,https://patents.google.com/patent/KR101696369B1/en,https://patentimages.storage.googleapis.com/32/0e/0c/e21203ebbe1f23/112010076455563-pat00001.png
KR-20120055231-A,Tritium removal system in exhaust line of nuclear power plant ,(주)한국원자력 엔지니어링,"이세엽, 문기원, 장영대, 오용호",2010-11-23,2010-11-23,2012-05-31,,https://patents.google.com/patent/KR20120055231A/en,https://patentimages.storage.googleapis.com/89/60/61/0861b1c2553724/pat00001.png
KR-101696373-B1,Moving Type Tritium Removal System ,(주)한국원자력 엔지니어링,"이세엽, 문기원, 장영대, 오용호",2010-11-23,2010-11-23,2017-01-16,2017-01-16,https://patents.google.com/patent/KR101696373B1/en,https://patentimages.storage.googleapis.com/f7/18/32/5e952413cbc1c1/112010076456665-pat00001.png
GB-201021854-D0,Compact fusion reactor ,Tokamak Solutions Uk Ltd,,2010-06-11,2010-12-23,2011-02-02,,https://patents.google.com/patent/GB201021854D0/en,
KR-101813297-B1,"Hydrogen combustion catalyst and method for producing thereof, and method for combusting hydrogen ",다나카 기킨조쿠 고교 가부시키가이샤,"히로시 노구치, 준이치 다니우치, 히토시 구보, 야스노리 이와이, 가츠미 사토",2010-01-07,2011-01-07,2017-12-28,2017-12-28,https://patents.google.com/patent/KR101813297B1/en,https://patentimages.storage.googleapis.com/af/ea/ac/d892b7596bba42/112012055273638-pct00006.png
EP-2514526-B1,"Hydrogen combustion catalyst and process for production thereof, and hydrogen combustion method ","Japan Atomic Energy Agency, Tanaka Kikinzoku Kogyo K.K.","Hirosi Noguchi, Junichi Taniuchi, Hitoshi Kubo, Yasunori Iwai, Katsumi Sato",2010-01-07,2011-01-07,2016-10-12,2016-10-12,https://patents.google.com/patent/EP2514526B1/en,https://patentimages.storage.googleapis.com/2a/bf/b7/c6eac4d87f79c2/imgf0001.png
WO-2011083833-A1,"Hydrogen combustion catalyst and process for production thereof, and hydrogen combustion method ","独立行政法人 日本原子力研究開発機構, 田中貴金属工業株式会社","宏史 野口, 淳一 谷内, 久保　仁志, 岩井　保則, 克美 佐藤",2010-01-07,2011-01-07,2011-07-14,,https://patents.google.com/patent/WO2011083833A1/en,https://patentimages.storage.googleapis.com/2a/29/90/7028a1703bc187/JPOXMLDOC01-appb-D000006.png
US-2012263636-A1,"Hydrogen Combustion Catalyst and Method for Producing Thereof, and Method For Combusting Hydrogen ","Hirosi Noguchi, Junichi Taniuchi, Hitoshi Kubo, Yasunori Iwai, Katsumi Sato","Hirosi Noguchi, Junichi Taniuchi, Hitoshi Kubo, Yasunori Iwai, Katsumi Sato",2010-01-07,2011-01-07,2012-10-18,,https://patents.google.com/patent/US20120263636A1/en,https://patentimages.storage.googleapis.com/3a/f8/9e/680d7083930a54/US20120263636A1-20121018-D00000.png
EP-2514526-A1,"Hydrogen combustion catalyst and process for production thereof, and hydrogen combustion method ","Japan Atomic Energy Agency, Tanaka Kikinzoku Kogyo K.K.","Hirosi Noguchi, Junichi Taniuchi, Hitoshi Kubo, Yasunori Iwai, Katsumi Sato",2010-01-07,2011-01-07,2012-10-24,,https://patents.google.com/patent/EP2514526A1/en,https://patentimages.storage.googleapis.com/5e/a1/42/eb460c11c6b2fc/imgf0001.png
CN-102740973-A,"Hydrogen combustion catalyst and process for production thereof, and hydrogen combustion method ",田中贵金属工业株式会社,"野口宏史, 谷内淳一, 久保仁志, 岩井保则, 佐藤克美",2010-01-07,2011-01-07,2012-10-17,,https://patents.google.com/patent/CN102740973A/en,https://patentimages.storage.googleapis.com/db/63/47/142a48dde955e8/HDA00001855153500011.png
CN-102740973-B,"Hydrogen combustion catalyst and process for production thereof, and hydrogen combustion method ",田中贵金属工业株式会社,"野口宏史, 谷内淳一, 久保仁志, 岩井保则, 佐藤克美",2010-01-07,2011-01-07,2015-05-20,2015-05-20,https://patents.google.com/patent/CN102740973B/en,
KR-20120105506-A,"Hydrogen combustion catalyst and process for production thereof, and hydrogen combustion method ",다나카 기킨조쿠 고교 가부시키가이샤,"히로시 노구치, 준이치 다니우치, 히토시 구보, 야스노리 이와이, 가츠미 사토",2010-01-07,2011-01-07,2012-09-25,,https://patents.google.com/patent/KR20120105506A/en,https://patentimages.storage.googleapis.com/4e/8b/65/3f551b91238f15/pct00006.png
RU-2494811-C1,"Catalysat of hydrogen burning, method of its obtaining and method of hydrogen burning ","Джэпан Этомик Энерджи Эйдженси, Танака Кикинзоку Когио К.К.","Хироси НОГУТИ, Дзунити ТАНИУТИ, Хитоси КУБО, Ясунори ИВАИ, Кацуми САТО",2010-01-07,2011-01-07,2013-10-10,2013-10-10,https://patents.google.com/patent/RU2494811C1/en,https://patentimages.storage.googleapis.com/f4/f9/bd/1adbfb53354530/00000001.png
US-8889582-B2,"Hydrogen combustion catalyst and method for producing thereof, and method for combusting hydrogen ",Tanaka Kikinzoku Kogyo K.K.,"Hirosi Noguchi, Junichi Taniuchi, Hitoshi Kubo, Yasunori Iwai, Katsumi Sato",2010-01-07,2011-01-07,2014-11-18,2014-11-18,https://patents.google.com/patent/US8889582B2/en,https://patentimages.storage.googleapis.com/96/41/26/8fed0738b7c310/US08889582-20141118-D00000.png
EP-2514526-A4,"Hydrogen combustion catalyst and process for production thereof, and hydrogen combustion method ","Japan Atomic Energy Agency, Tanaka Precious Metal Ind","Hirosi Noguchi, Junichi Taniuchi, Hitoshi Kubo, Yasunori Iwai, Katsumi Sato",2010-01-07,2011-01-07,2015-08-05,,https://patents.google.com/patent/EP2514526A4/en,
BE-1019844-A3,THE CONSTRUCTION OF ATOMS. ,Willy Boermans,Willy Boermans,2011-02-15,2011-02-15,2013-01-08,2013-01-08,https://patents.google.com/patent/BE1019844A3/en,
US-2011200819-A1,"Carbon fiber composite material, and brake member, structural member for semiconductor, heat resistant panel and heat sink using the carbon fiber composite material ","Hitachi Chemical Company, Ltd.","Kazuya Baba, Kazuyuki Akasaka",2010-02-18,2011-02-18,2011-08-18,,https://patents.google.com/patent/US20110200819A1/en,https://patentimages.storage.googleapis.com/ca/92/ba/81b770dc687207/US20110200819A1-20110818-D00000.png
JP-2011190169-A,"Carbon fiber composite material, and break member, structural member for semiconductors, heat-resistant panel and heat sink using the carbon fiber composite material ","Hitachi Chem Co Ltd, 日立化成工業株式会社","Kazuya Baba, 一也 馬場, Kazuyuki Akasaka, 和之 赤坂",2010-02-18,2011-02-18,2011-09-29,,https://patents.google.com/patent/JP2011190169A/en,
JP-5944619-B2,"Carbon fiber composite material, brake member using this carbon fiber composite material, structural member for semiconductor, heat resistant panel, heat sink ",日立化成株式会社,"一也 馬場, 一也 馬場, 和之 赤坂, 和之 赤坂",2010-02-18,2011-02-18,2016-07-05,2016-07-05,https://patents.google.com/patent/JP5944619B2/en,
US-9025717-B2,Method and apparatus for compressing plasma to a high energy state ,Brent Freeze,Brent Freeze,2010-03-18,2011-03-01,2015-05-05,2015-05-05,https://patents.google.com/patent/US9025717B2/en,https://patentimages.storage.googleapis.com/0c/0d/c5/d08ad0a225916d/US09025717-20150505-D00000.png
US-2012155591-A1,Method and apparatus for compressing plasma to a high energy state ,Brent Freeze,Brent Freeze,2010-03-18,2011-03-01,2012-06-21,,https://patents.google.com/patent/US20120155591A1/en,https://patentimages.storage.googleapis.com/df/88/85/ad2fe5da367ce2/US20120155591A1-20120621-D00000.png
US-9589678-B2,Complex shape structure for liquid lithium first walls of fusion power reactor environments ,The Boeing Company,Thomas Lyman Weaver,2011-04-01,2011-04-01,2017-03-07,2017-03-07,https://patents.google.com/patent/US9589678B2/en,https://patentimages.storage.googleapis.com/f6/0d/8b/4b5aaa14424739/US09589678-20170307-D00000.png
US-2012250812-A1,Complex Shape Structure for Liquid Lithium First Walls of Fusion Power Reactor Environments ,The Boeing Company,Thomas Lyman Weaver,2011-04-01,2011-04-01,2012-10-04,,https://patents.google.com/patent/US20120250812A1/en,https://patentimages.storage.googleapis.com/c2/ee/76/053b91abaf5735/US20120250812A1-20121004-D00000.png
KR-20120117472-A,Metal hydride vessels for hydrogen isotope storage with rapid cooling characteristics ,"한국원자력연구원, 한국기초과학지원연구원","이지성, 정흥석, 조승연, 안도희, 정기정, 이한수, 강현구, 구대서, 정동유, 장민호, 윤세훈",2011-04-15,2011-04-15,2012-10-24,,https://patents.google.com/patent/KR20120117472A/en,https://patentimages.storage.googleapis.com/cc/6a/4e/16d45e469640ec/pat00003.png
KR-101217711-B1,Metal hydride vessels for hydrogen isotope storage with rapid cooling characteristics ,"한국기초과학지원연구원, 한국원자력연구원","이지성, 정흥석, 조승연, 안도희, 정기정, 이한수, 강현구, 구대서, 정동유, 장민호, 윤세훈",2011-04-15,2011-04-15,2012-12-31,2012-12-31,https://patents.google.com/patent/KR101217711B1/en,https://patentimages.storage.googleapis.com/3a/83/7f/577b9054f5888a/112011028031538-pat00003.png
FR-2974444-A1,DEVICE AND METHOD FOR DETERIATION ,"Commissariat Energie Atomique, Centre Nat Rech Scient","Nicolas Ghirelli, Pierre Trabuc, Olivier Gastaldi, Pascal Lejay, Joel Balay, Abdellali Hadj-Azzem",2011-04-21,2011-04-21,2012-10-26,,https://patents.google.com/patent/FR2974444A1/en,
FR-2974444-B1,DEVICE AND METHOD FOR DETERIATION ,"Commissariat Energie Atomique, Centre Nat Rech Scient","Nicolas Ghirelli, Pierre Trabuc, Olivier Gastaldi, Pascal Lejay, Joel Balay, Abdellali Hadj-Azzem",2011-04-21,2011-04-21,2015-11-27,2015-11-27,https://patents.google.com/patent/FR2974444B1/en,
KR-101216495-B1,NEUTRON DIAGNOSTIC APPARATUS AND METHOD fOR NUCLEAR FUSION REACTOR ,한양대학교 산학협력단,"강병휘, 김용균, 이승규",2011-05-02,2011-05-02,2012-12-31,2012-12-31,https://patents.google.com/patent/KR101216495B1/en,https://patentimages.storage.googleapis.com/3c/c6/2f/196262e6bd344c/112011032347386-pat00002.png
KR-20120123782-A,NEUTRON DIAGNOSTIC APPARATUS AND METHOD fOR NUCLEAR FUSION REACTOR ,한양대학교 산학협력단,"강병휘, 김용균, 이승규",2011-05-02,2011-05-02,2012-11-12,,https://patents.google.com/patent/KR20120123782A/en,https://patentimages.storage.googleapis.com/da/5b/26/45fc8ccd4c398a/pat00002.png
US-2012281798-A1,Solid-state pulsed power plasma jet injector ,"John Robert Thompson, Ioan-Niculae Bogatu","John Robert Thompson, Ioan-Niculae Bogatu",2011-05-04,2011-05-04,2012-11-08,,https://patents.google.com/patent/US20120281798A1/en,https://patentimages.storage.googleapis.com/71/d6/aa/1de369688aacbd/US20120281798A1-20121108-D00000.png
US-2012057665-A1,Three Wavelength Coupling for Fusion Capsule Hohlraums ,"Lawrence Livermore National Security, Llc","Edward I. Moses, Siegfried H. Glenzer, Pierre A. Michel, Laurent Divol, Brian J. MacGowan",2010-09-08,2011-05-16,2012-03-08,,https://patents.google.com/patent/US20120057665A1/en,https://patentimages.storage.googleapis.com/d5/54/15/a5e627f1f5c982/US20120057665A1-20120308-D00000.png
US-9287011-B2,High-yield ICF containment chambers and power reactors ,Innoven Energy Llc,"Robert O. Hunter, Jr., David H. Sowle, Conner D. Galloway, Alexander V. Valys",2010-05-17,2011-05-17,2016-03-15,2016-03-15,https://patents.google.com/patent/US9287011B2/en,https://patentimages.storage.googleapis.com/9d/a0/30/c37568e7e03c55/US09287011-20160315-D00000.png
EP-2572359-A1,Icf targets and chambers ,Innoven Energy Partners,"Robert O. Hunter, Jr., David H. Sowle, Conner D. Galloway, Alexander V. Valys",2010-05-17,2011-05-17,2013-03-27,,https://patents.google.com/patent/EP2572359A1/en,
EP-2572359-B1,Icf targets and chambers ,Innoven Energy Partners,"Robert O. Hunter, Jr., David H. Sowle, Conner D. Galloway, Alexander V. Valys",2010-05-17,2011-05-17,2017-12-13,2017-12-13,https://patents.google.com/patent/EP2572359B1/en,https://patentimages.storage.googleapis.com/ca/fd/d3/aa3313041bc560/imgf0001.png
EP-2572359-A4,Icf targets and chambers ,Innoven Energy Partners,"Robert O Hunter Jr, David H Sowle, Conner D Galloway, Alexander V Valys",2010-05-17,2011-05-17,2015-02-25,,https://patents.google.com/patent/EP2572359A4/en,
WO-2011146113-A1,Icf targets and chambers ,Innoven Energy Partners,"Robert O. Hunter, Jr., David H. Sowle, Conner D. Galloway, Alexander V. Valys",2010-05-17,2011-05-17,2011-11-24,,https://patents.google.com/patent/WO2011146113A1/en,
US-2012002773-A1,High-yield ICF containment chambers and power reactors ,Innoven Energy Partners,"Robert O. Hunter, Jr., David H. Sowle, Conner D. Galloway, Alexander V. Valys",2010-05-17,2011-05-17,2012-01-05,,https://patents.google.com/patent/US20120002773A1/en,https://patentimages.storage.googleapis.com/3b/cf/d2/3fcd14aa3f69b5/US20120002773A1-20120105-D00000.png
WO-2012003524-A1,Reactor for producing controlled nuclear fusion ,Steven Arnold Sesselmann,Steven Arnold Sesselmann,2010-07-06,2011-05-20,2012-01-12,,https://patents.google.com/patent/WO2012003524A1/en,
US-2013089171-A1,Compact Fusion Reactor ,Tokamak Solutions Uk Limited,"Alan Sykes, Mikhail Gryaznevich",2010-06-11,2011-05-26,2013-04-11,,https://patents.google.com/patent/US20130089171A1/en,https://patentimages.storage.googleapis.com/10/40/e1/cdf02b0c6bb31c/US20130089171A1-20130411-D00000.png
CN-103081021-A,Compact fusion reactor ,托卡马克方案英国有限公司,"阿兰·赛克斯, 米哈尔·格瑞亚耐维奇",2010-06-11,2011-05-26,2013-05-01,,https://patents.google.com/patent/CN103081021A/en,https://patentimages.storage.googleapis.com/2c/40/a5/169ce1df4e7fa2/HDA00002830286800011.png
EP-2580761-A1,Compact fusion reactor ,Tokamak Solutions UK Limited,"Alan Sykes, Mikhail Gryaznevich",2010-06-11,2011-05-26,2013-04-17,,https://patents.google.com/patent/EP2580761A1/en,
WO-2011154717-A1,Compact fusion reactor ,Tokamak Solutions Uk Limited,"Alan Sykes, Mikhail Gryaznevich",2010-06-11,2011-05-26,2011-12-15,,https://patents.google.com/patent/WO2011154717A1/en,
JP-2013533473-A,Compact fusion reactor ,トカマク  ソリューションズ  ユーケイ  リミテッド,"アラン サイクス、, ミカイル グリャズネビッチ、",2010-06-11,2011-05-26,2013-08-22,,https://patents.google.com/patent/JP2013533473A/en,https://patentimages.storage.googleapis.com/46/ca/f6/f3a7f8ff0fb435/2013533473-5.png
BR-112012031357-A2,compact fusion reactor ,Tokamak Solutions Uk Ltd,"Gryaznevich Mikhail, Sykes Alan",2010-06-11,2011-05-26,2016-10-25,,https://patents.google.com/patent/BR112012031357A2/en,
KR-20130114636-A,Compact fusion reactor ,토카막 솔루션즈 유케이 리미티드,"알랜 사이크스, 믹하일 그리아즈네비치",2010-06-11,2011-05-26,2013-10-17,,https://patents.google.com/patent/KR20130114636A/en,https://patentimages.storage.googleapis.com/e0/d5/d4/e5caef49a498a7/pct00016.png
DE-102011103814-A1,"Method for causing controlled nuclear fusion in fusion reactor utilized for power supply, involves reducing acceleration path such that velocity necessary for fusion reaction is reached, and converting energy of neutrons into heat energy ",Jochen Prasser,Anmelder Gleich,2011-06-09,2011-06-09,2012-12-13,,https://patents.google.com/patent/DE102011103814A1/en,https://patentimages.storage.googleapis.com/df/17/a8/aa496fd5ac27ad/00090001.png
EP-2586034-A1,Process for the detritiation of soft housekeeping waste and plant thereof ,"ENEA - Agenzia Nazionale Per Le Nuove Tecnologie, L'Energia e Lo Sviluppo Economico Sostenibile, Commissariat à l'Énergie Atomique et aux Énergies Alternatives","Nicolas Ghirelli, Silvano Tosti, Pierre Trabuc, Fabio Borgognoni, Karine Liger, Alessia Santucci, Xavier Lefebvre",2010-06-22,2011-06-21,2013-05-01,,https://patents.google.com/patent/EP2586034A1/en,
CN-102947892-A,Process for the detritiation of soft housekeeping waste and plant thereof ,"国家新技术、能源和可持续经济发展局(Enea), 原子能与替代能源委员会","尼古拉·吉雷利, 西尔瓦诺·托斯蒂, 皮埃尔·特拉比克, 法比奥·博尔戈尼奥尼, 卡琳·利热, 阿莱西亚·圣图奇, 格扎维埃·勒菲弗",2010-06-22,2011-06-21,2013-02-27,,https://patents.google.com/patent/CN102947892A/en,https://patentimages.storage.googleapis.com/ae/f8/46/223aa58972c3dd/HPA00001657136400011.png
RU-2568184-C2,Method for detritiation of soft household wastes and apparatus therefore ,"Энеа Адженция Национале Пер Ле Нуове Текнолоджие, Л`Энерджия Э Ло Свилуппо Экономико Состенибиле, Комиссарья А Л`Энержи Атомик Э Оз Энержи Альтернатив","Никола ГИРЕЛЛИ, Сильвано ТОСТИ, Пьер ТРАБЮК, Фабио БОРГОНЬОНИ, Карин ЛИЖЕ, Алессия САНТУЧЧИ, Ксавье ЛЕФЕБВР",2010-06-22,2011-06-21,2015-11-10,2015-11-10,https://patents.google.com/patent/RU2568184C2/en,https://patentimages.storage.googleapis.com/7f/f4/db/8d9d96f9d0f1be/00000004.png
CN-102947892-B,For method and the equipment thereof of soft place refuse detritiation ,"国家新技术、能源和可持续经济发展局(Enea), 原子能与替代能源委员会","尼古拉·吉雷利, 西尔瓦诺·托斯蒂, 皮埃尔·特拉比克, 法比奥·博尔戈尼奥尼, 卡琳·利热, 阿莱西亚·圣图奇, 格扎维埃·勒菲弗",2010-06-22,2011-06-21,2015-12-16,2015-12-16,https://patents.google.com/patent/CN102947892B/en,
