search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&clustered=true&dups=language&sort=old&oq=%28G21B+NOT+G21B3%252f00%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CH-361619-A,Plant for the generation of controlled nuclear fusion reactions ,Atomic Energy Authority Uk,"Clive Thonemann Peter, Carruthers Robert, John Bickerton Roy",1958-01-23,1958-01-23,1962-04-30,,https://patents.google.com/patent/CH361619A/en,
GB-851148-A,Improvements in or relating to thermonuclear reactors ,Atomic Energy Authority Uk,Roger Hancox,1958-02-20,1958-02-20,1960-10-12,,https://patents.google.com/patent/GB851148A/en,
DE-1059121-B,Cooling device for reaction chambers in which nuclear reactions take place ,"Friedrich Muenzinger Dr Ing, Licentia Gmbh",Dr-Ing Friedrich Muenzinger,1958-03-05,1958-03-05,1959-06-11,,https://patents.google.com/patent/DE1059121B/en,
US-3032490-A,Destruction of neutral particles in a device for producing a high density plasma ,Simon Albert,Simon Albert,1958-04-28,1958-04-28,1962-05-01,1962-05-01,https://patents.google.com/patent/US3032490A/en,https://patentimages.storage.googleapis.com/8d/d7/c4/18e39367f4d1d8/US3032490-drawings-page-1.png
CH-356546-A,Nuclear fusion reactor ,Bbc Brown Boveri & Cie,Rolf Dr Ing Wideroee,1958-05-22,1958-05-22,1961-08-31,,https://patents.google.com/patent/CH356546A/en,
DE-1081160-B,Toroidal designed reaction chamber for the generation of high-voltage ring discharges ,Atomic Energy Authority Uk,Peter Clive Thonemann,1957-06-20,1958-06-18,1960-05-05,,https://patents.google.com/patent/DE1081160B/en,
FR-1210757-A,Spark gap assemblies ,Atomic Energy Authority Uk,,1957-06-20,1958-06-18,1960-03-10,1960-03-10,https://patents.google.com/patent/FR1210757A/en,
FR-1210770-A,Thermonuclear reactors ,Atomic Energy Authority Uk,,1957-06-20,1958-06-19,1960-03-10,1960-03-10,https://patents.google.com/patent/FR1210770A/en,
US-2991238-A,Pinched plasma reactor ,"James A Phillips, Bergen R Suydam, James L Tuck","James A Phillips, Bergen R Suydam, James L Tuck",1958-06-19,1958-06-19,1961-07-04,1961-07-04,https://patents.google.com/patent/US2991238A/en,https://patentimages.storage.googleapis.com/5f/ce/20/3f8885815979ef/US2991238-drawings-page-1.png
CH-364567-A,Gas discharge system ,Atomic Energy Authority Uk,Clive Thonemann Peter,1957-06-20,1958-06-20,1962-09-30,,https://patents.google.com/patent/CH364567A/en,
US-3109801-A,Gas discharge apparatus ,Atomic Energy Authority Uk,Thonemann Peter Clive,1957-06-20,1958-06-20,1963-11-05,1963-11-05,https://patents.google.com/patent/US3109801A/en,https://patentimages.storage.googleapis.com/42/ab/12/3df756ce8844ba/US3109801-drawings-page-1.png
US-3015618-A,Apparatus for heating a plasma ,Thomas H Stix,Thomas H Stix,1958-06-30,1958-06-30,1962-01-02,1962-01-02,https://patents.google.com/patent/US3015618A/en,https://patentimages.storage.googleapis.com/f6/f0/2b/66a9d2726920da/US3015618-drawings-page-1.png
GB-861725-A,Improvements in or relating to gas discharge apparatus ,Atomic Energy Authority Uk,"Peter Clive Thonemann, Anthony Emerson Robson, Roger Norman Hall",1958-07-10,1958-07-10,1961-02-22,,https://patents.google.com/patent/GB861725A/en,
US-2969308-A,Method of producing energetic plasma for neutron production ,"Persa R Bell, Jr Robert J Mackin","Persa R Bell, Jr Robert J Mackin",1958-08-07,1958-08-07,1961-01-24,1961-01-24,https://patents.google.com/patent/US2969308A/en,https://patentimages.storage.googleapis.com/18/1c/63/dd3fc39360012d/US2969308-drawings-page-1.png
US-3012955-A,High temperature reactor ,"Russell M Kulsrud, Jr Lyman Spitzer","Russell M Kulsrud, Jr Lyman Spitzer",1958-08-20,1958-08-20,1961-12-12,1961-12-12,https://patents.google.com/patent/US3012955A/en,https://patentimages.storage.googleapis.com/de/05/a7/bb17866b759aca/US3012955-drawings-page-1.png
US-3152958-A,Nuclear fusion method ,Atomic Energy Authority Uk,Allen Kenneth William,1957-09-02,1958-09-02,1964-10-13,1964-10-13,https://patents.google.com/patent/US3152958A/en,https://patentimages.storage.googleapis.com/d6/e4/1c/0dcde828395d84/US3152958-drawings-page-1.png
DE-1109277-B,Method and device for heating a plasma to high temperatures ,Atomic Energy Commission,Lyman Spitzer Jun,1957-10-03,1958-09-12,1961-06-22,,https://patents.google.com/patent/DE1109277B/en,
GB-866544-A,Thermonuclear reactor ,Atomic Energy Commission,,1957-10-03,1958-09-16,1961-04-26,,https://patents.google.com/patent/GB866544A/en,
FR-1212290-A,Thermonuclear reactor ,Atomic Energy Commission,,1957-10-03,1958-10-02,1960-03-23,1960-03-23,https://patents.google.com/patent/FR1212290A/en,
GB-844291-A,Thermonuclear reactor ,Atomic Energy Commission,,1957-12-24,1958-10-17,1960-08-10,,https://patents.google.com/patent/GB844291A/en,
US-3105806-A,Gas discharge apparatus ,Atomic Energy Authority Uk,Thonemann Peter Clive,1957-10-15,1958-12-11,1963-10-01,1963-10-01,https://patents.google.com/patent/US3105806A/en,https://patentimages.storage.googleapis.com/c2/30/dd/2fe59ff7eae190/US3105806-drawings-page-1.png
DE-1083946-B,Toroidal designed reaction chamber for the generation of high-voltage ring discharges ,Atomic Energy Authority Uk,Peter Clive Thonemann,1957-10-15,1958-12-13,1960-06-23,,https://patents.google.com/patent/DE1083946B/en,
FR-1211240-A,Apparatus for producing governed fusion nuclear reactions ,Atomic Energy Authority Uk,,1957-10-15,1958-12-17,1960-03-15,1960-03-15,https://patents.google.com/patent/FR1211240A/en,
FR-1218000-A,Thermonuclear reactor ,Atomic Energy Commission,,1957-12-24,1958-12-22,1960-05-06,1960-05-06,https://patents.google.com/patent/FR1218000A/en,
CH-369219-A,Device for generating controlled nuclear fusion reactions in gas discharges ,Atomic Energy Authority Uk,Clive Thonemann Peter,1959-02-07,1959-02-07,1963-05-15,,https://patents.google.com/patent/CH369219A/en,
GB-869344-A,Destruction of neutral particles in thermonuclear reactors ,Atomic Energy Commission,,1958-04-28,1959-03-31,1961-05-31,,https://patents.google.com/patent/GB869344A/en,
FR-1222257-A,Process for destroying neutral particles in thermonuclear reactors ,Atomic Energy Commission,,1958-04-28,1959-04-23,1960-06-09,1960-06-09,https://patents.google.com/patent/FR1222257A/en,
CH-359492-A,Process of forming a plasma ,Atomic Energy Commission,Simon Albert,1958-04-28,1959-04-28,1962-01-15,,https://patents.google.com/patent/CH359492A/en,
DE-1090346-B,Method for burning out neutral particles and for building up a plasma in a reaction chamber ,Atomic Energy Commission,Albert Simon,1958-04-28,1959-04-28,1960-10-06,,https://patents.google.com/patent/DE1090346B/en,
FR-1233073-A,Process for the production of atomic energy by catalytic means ,,Jacques Weiss,1959-04-28,1959-04-28,1960-10-12,1960-10-12,https://patents.google.com/patent/FR1233073A/en,
DE-1107842-B,Process for the directed introduction of a nuclear fuel into a plant for generating a high-temperature plasma and device for carrying out this process ,Dr E W Becker,Dr E W Becker,1959-05-05,1959-05-05,1961-05-31,,https://patents.google.com/patent/DE1107842B/en,
GB-867315-A,Method and apparatus for heating a plasma ,Atomic Energy Commission,,1958-06-30,1959-05-07,1961-05-03,,https://patents.google.com/patent/GB867315A/en,
GB-889465-A,Patent GB889465A ,,,1958-06-19,1959-06-01,1962-02-14,,https://patents.google.com/patent/GB889465A/en,
DE-1186155-B,Method and device for heating a plasma ,Atomic Energy Commission,Thomas Howard Stix,1958-06-30,1959-06-11,1965-01-28,,https://patents.google.com/patent/DE1186155B/en,
GB-880124-A,Thermonuclear reactor and method of initiating and sustaining a thermonuclear reaction ,Atomic Energy Commission,,1958-08-07,1959-06-12,1961-10-18,,https://patents.google.com/patent/GB880124A/en,
FR-1244914-A,Plasma thermonuclear reactor subjected to the necking effect ,Atomic Energy Commission,,1958-06-19,1959-06-17,1960-11-04,1960-11-04,https://patents.google.com/patent/FR1244914A/en,
CH-357479-A,Plasma thermonuclear reactor subjected to a necking effect ,Atomic Energy Commission,"Alfred Philips James, Leslie Tuck James",1958-06-19,1959-06-18,1961-10-15,,https://patents.google.com/patent/CH357479A/en,
GB-875941-A,Thermonuclear reactor ,Atomic Energy Commission,,1958-08-20,1959-06-18,1961-08-23,,https://patents.google.com/patent/GB875941A/en,
DE-1181831-B,Device for generating a high-temperature plasma and using it as a neutron source ,Atomic Energy Commission,"James Alfred Phillips, Bergen Randolph Suydam, James Leslie Tuck",1958-06-19,1959-06-19,1964-11-19,,https://patents.google.com/patent/DE1181831B/en,
FR-1237825-A,Plasma injection system in particle containment devices ,Csf,,1959-06-23,1959-06-23,1960-08-05,1960-08-05,https://patents.google.com/patent/FR1237825A/en,
US-3105031-A,Gas discharge apparatus ,Atomic Energy Authority Uk,"Thonemann Peter Clive, Robson Anthony Emerson, Hall Roger Norman",1958-07-10,1959-07-01,1963-09-24,1963-09-24,https://patents.google.com/patent/US3105031A/en,https://patentimages.storage.googleapis.com/76/2f/b2/f721dd654a70f0/US3105031-drawings-page-1.png
FR-1232601-A,Annular gas discharge apparatus ,Atomic Energy Authority Uk,,1958-07-10,1959-07-08,1960-10-10,1960-10-10,https://patents.google.com/patent/FR1232601A/en,
DE-1179651-B,"Reaction chamber containing plasma, especially for the generation of high-voltage ring discharges ",Atomic Energy Authority Uk,"Roger Norman Hall, Anthony Emerson Robson, Peter Clive Thonemann",1958-07-10,1959-07-09,1964-10-15,,https://patents.google.com/patent/DE1179651B/en,
FR-1234901-A,Thermo-nuclear reactor ,Atomic Energy Commission,,1958-08-07,1959-07-28,1960-07-01,1960-07-01,https://patents.google.com/patent/FR1234901A/en,
CH-370493-A,Process for forming and maintaining a thermonuclear plasma ,Atomic Energy Commission,"Raymond Bell Persa, James Jr Mackin Robert, Simon Albert",1958-08-07,1959-08-04,1963-07-15,,https://patents.google.com/patent/CH370493A/en,
DE-1165776-B,Process for generating a high-temperature plasma ,Atomic Energy Commission,"Persa Raymond Bell, Robert James Mackin Jun, Albert Simon",1958-08-07,1959-08-07,1964-03-19,,https://patents.google.com/patent/DE1165776B/en,
DE-1192335-B,<title>Plasma device of the >> Stellarator << type</title>,Atomic Energy Commission,"Russell Marion Kulsrud, Lyman Spitzer Jun",1958-08-20,1959-08-20,1965-05-06,,https://patents.google.com/patent/DE1192335B/en,
FR-1233894-A,Thermonuclear reactor ,Atomic Energy Commission,,1958-08-20,1959-08-20,1960-10-12,1960-10-12,https://patents.google.com/patent/FR1233894A/en,
GB-903870-A,Space charge device for producing nuclear reactions ,Standard Telephones Cables Ltd,,1960-02-26,1959-10-30,1962-08-22,,https://patents.google.com/patent/GB903870A/en,
GB-874500-A,Improvements in apparatus for generating thermo-nuclear energy by fusion of atom nuclei ,Peter Bo Lehnert,,1958-12-18,1959-12-16,1961-08-10,,https://patents.google.com/patent/GB874500A/en,
FR-1257022-A,Improvement in thermo-nuclear energy generators by fusion of atomic nuclei ,,Bo Peter Lehnert,1958-12-18,1959-12-18,1961-03-31,1961-03-31,https://patents.google.com/patent/FR1257022A/en,
GB-893783-A,Process for the production of atomic energy by a catalytic method ,Weiss Jacques,,1959-04-28,1960-02-26,1962-04-11,,https://patents.google.com/patent/GB893783A/en,
GB-879218-A,Improvements in or relating to a process for energy production by nuclear fusion ,Erwin Willy Becker,,1959-05-05,1960-04-26,1961-10-04,,https://patents.google.com/patent/GB879218A/en,
FR-1255891-A,Process for the directed introduction of nuclear fuel into installations for the production of energy by nuclear fusion and device for implementing this process ,,Erwin Willy Becker,1959-05-05,1960-05-03,1961-03-10,1961-03-10,https://patents.google.com/patent/FR1255891A/en,
CH-368552-A,Process for injecting plasma into a device for confining said plasma and injection device for implementing this process ,Csf,"Leboutet Hubert, Dube Georges",1959-06-23,1960-05-31,1963-04-15,,https://patents.google.com/patent/CH368552A/en,
GB-878337-A,Improvements in or relating to plasma injection devices ,Csf,,1959-06-23,1960-06-13,1961-09-27,,https://patents.google.com/patent/GB878337A/en,
DE-1113042-B,Plasma injection device ,Csf,"Mm Hubert Leboutet, R Georges Dube",1959-06-23,1960-06-21,1961-08-24,,https://patents.google.com/patent/DE1113042B/en,
US-3155592-A,Fusion reactor ,Litton Systems Inc,"Hansen Siegfried, Bonardi Giusto Fonda",1960-08-19,1960-08-19,1964-11-03,1964-11-03,https://patents.google.com/patent/US3155592A/en,https://patentimages.storage.googleapis.com/c9/9e/98/8a93492ad193b2/US3155592-drawings-page-1.png
US-3088894-A,Confinement of high temperature plasma ,Harold R Koenig,Harold R Koenig,1960-12-23,1960-12-23,1963-05-07,1963-05-07,https://patents.google.com/patent/US3088894A/en,https://patentimages.storage.googleapis.com/60/ce/0a/5d2ae7bd70bbe7/US3088894-drawings-page-1.png
DE-1414759-A1,"Process for the utilization of the fusion energy of deuterium and tritium with the help of convergent, periodic shock waves ","Diebner Bernd Joerg, Diebner Geb Sachsse","Erich Bagge, Diebner Dr Kurt",1961-03-20,1961-03-20,1968-10-03,,https://patents.google.com/patent/DE1414759A1/en,
DE-1414759-B2,Device for generating a high temperature plasma by means of convergent shock waves ,"Diebner geb. Sachsse, Ursula; Diebner, Bernd Jörg; 2390 Flensburg",Erich; Diebner Kurt Dr. Bagge (verstorben); 2300 Kiel,1961-03-20,1961-03-20,1970-02-26,,https://patents.google.com/patent/DE1414759B2/en,
FR-1290435-A,Device for heating and confining an electric plasma ,Atomic Energy Commission,,1960-04-19,1961-04-14,1962-04-13,1962-04-13,https://patents.google.com/patent/FR1290435A/en,
CH-377456-A,"Apparatus for producing, heating and confining a plasma ",Atomic Energy Commission,Randolph Baker William,1960-04-19,1961-04-18,1964-05-15,,https://patents.google.com/patent/CH377456A/en,
GB-906979-A,Plasma heating and confining system ,Atomic Energy Commission,,1960-04-19,1961-04-18,1962-09-26,,https://patents.google.com/patent/GB906979A/en,
MC-347-A1,Method and device for carrying out by means of radiation the controlled fusion of atomic nuclei of deuterium and tritium and for using the energy released by this fusion and a continuously operating apparatus using the process according to the invention ,Bulgherioni Henry Antoine Ange,,1961-09-18,1961-09-18,1962-10-13,,https://patents.google.com/patent/MC347A1/en,
GB-925389-A,Method and apparatus for confining a plasma ,Atomic Energy Commission,,1960-12-23,1961-10-16,1963-05-08,,https://patents.google.com/patent/GB925389A/en,
FR-1312096-A,Method and apparatus for carrying out the confinement of stable plasmas ,Atomic Energy Commission,,1960-12-23,1961-11-22,1962-12-14,1962-12-14,https://patents.google.com/patent/FR1312096A/en,
BE-611442-A,Method for producing rectilinear bundles of material inside a closed space within which there is a high vacuum. ,Euratom,C Maisonnier,1961-01-21,1961-12-12,1962-06-12,,https://patents.google.com/patent/BE611442A/en,
FR-1309567-A,Method for producing rectilinear bundles of material within a closed space in which a high vacuum prevails ,Euratom,Charles Maisonnier,1961-01-21,1961-12-20,1962-11-16,1962-11-16,https://patents.google.com/patent/FR1309567A/en,
DE-1273713-B,Device for the immaterial containment of a high-temperature plasma ,Atomic Energy Commission,Harold Raymond Koenig,1960-12-23,1961-12-22,1968-07-25,,https://patents.google.com/patent/DE1273713B/en,
US-3258402-A,Electric discharge device for producing interactions between nuclei ,Itt,Philo T Farnsworth,1960-02-26,1962-01-11,1966-06-28,1966-06-28,https://patents.google.com/patent/US3258402A/en,https://patentimages.storage.googleapis.com/b0/35/cc/d75d91f4f57dfe/US3258402-drawings-page-1.png
DE-1180073-B,Process for generating a straight stream of matter with a density of over 10-g / cm inside a closed high vacuum space ,Euratom,Charles Maisonnier,1961-01-21,1962-01-17,1964-10-22,,https://patents.google.com/patent/DE1180073B/en,
GB-923332-A,Method of producing straight beams of substance within an enclosed space at a high vacuum ,Euratom,,1961-01-21,1962-01-19,1963-04-10,,https://patents.google.com/patent/GB923332A/en,
GB-970091-A,Transmutation of elements ,Noel Ignatius Rafferty,,1962-06-19,1962-06-19,1964-09-16,,https://patents.google.com/patent/GB970091A/en,
GB-996239-A,Improvements in or relating to nuclear fusion reactors ,Litton Industries Inc,"Siegfried Hansen, Giusto Fonda-Bonardi",1962-08-10,1962-08-10,1965-06-23,,https://patents.google.com/patent/GB996239A/en,
GB-993174-A,Improvements in or relating to nuclear fusion reactors ,Litton Industries Inc,"Siegfried Hansen, Giusto Fonda-Bonardi",1962-08-10,1962-08-10,1965-05-26,,https://patents.google.com/patent/GB993174A/en,
GB-1024750-A,Electric discharge device for producing interactions between nuclei ,Standard Telephones Cables Ltd,,1960-02-26,1962-12-07,1966-04-06,,https://patents.google.com/patent/GB1024750A/en,
CH-425008-A,Electric discharge device for inducing nuclear reactions ,Standard Telephon & Radio Ag,Taylor Farnsworth Philo,1960-02-26,1963-01-11,1966-11-30,,https://patents.google.com/patent/CH425008A/en,
DE-1246113-B,Surge system ,Licentia Gmbh,"Walter Langhein, Andreas Von Zorkoczy",1963-04-25,1963-04-25,1967-08-03,,https://patents.google.com/patent/DE1246113B/en,
FR-1533155-A,Controlled thermonuclear fusion device ,Comp Generale Electricite,,1963-04-26,1963-04-26,1968-07-19,1968-07-19,https://patents.google.com/patent/FR1533155A/en,
US-3171788-A,Rotating plasma device ,"Joseph G Gorman, Leonardus H Rietjens","Joseph G Gorman, Leonardus H Rietjens",1963-05-17,1963-05-17,1965-03-02,1965-03-02,https://patents.google.com/patent/US3171788A/en,https://patentimages.storage.googleapis.com/45/9c/eb/d4688e08d818d6/US3171788-drawings-page-1.png
FR-1533156-A,Controlled thermonuclear fusion device ,Comp Generale Electricite,"Jean Robieux, Raymond Rocherolles",1963-06-11,1963-06-11,1968-07-19,1968-07-19,https://patents.google.com/patent/FR1533156A/en,
US-3369140-A,Annular confinement of high temperature plasmas ,Atomic Energy Commission Usa,Harold P Furth,1963-10-01,1963-10-01,1968-02-13,1968-02-13,https://patents.google.com/patent/US3369140A/en,https://patentimages.storage.googleapis.com/a0/44/06/66e9a4ea7e9f74/US3369140-drawings-page-1.png
FR-1383137-A,low inductance spark gap ,Commissariat Energie Atomique,"Andre-Marc Bensussan, Yves Papillon",1963-11-14,1963-11-14,1964-12-24,1964-12-24,https://patents.google.com/patent/FR1383137A/en,
FR-1394176-A,Improvements to irradiation processes and devices ,Comp Generale Electricite,Jean Robieux,1964-02-18,1964-02-18,1965-04-02,1965-04-02,https://patents.google.com/patent/FR1394176A/en,
US-3378446-A,Apparatus using lasers to trigger thermonuclear reactions ,John R.B. Whittlesey,John R B Whittlesey,1964-03-09,1964-03-09,1968-04-16,1968-04-16,https://patents.google.com/patent/US3378446A/en,https://patentimages.storage.googleapis.com/6a/9a/01/d607822c73fa97/US3378446-drawings-page-1.png
FR-1388309-A,Processes and configurations allowing the controlled fusion of light atoms ,,Paul Lecomte,1964-03-10,1964-03-10,1965-02-05,1965-02-05,https://patents.google.com/patent/FR1388309A/en,
US-3125492-A,baker ,,,1960-04-19,,1964-03-17,1964-03-17,https://patents.google.com/patent/US3125492A/en,https://patentimages.storage.googleapis.com/c6/09/12/38febb208f91f0/US3125492-drawings-page-1.png
FR-1392221-A,Current pulse control system ,Licentia Gmbh,,1963-04-25,1964-04-24,1965-03-12,1965-03-12,https://patents.google.com/patent/FR1392221A/en,
GB-1038970-A,Current-pulse installation ,Licentia Gmbh,,1963-04-25,1964-04-24,1966-08-17,,https://patents.google.com/patent/GB1038970A/en,
US-3411044-A,Current pulse circuit ,Licentia Gmbh,"Langhein Walter, Zorkoczy Andreas Von",1963-04-25,1964-04-27,1968-11-12,1968-11-12,https://patents.google.com/patent/US3411044A/en,https://patentimages.storage.googleapis.com/df/80/08/831d8ff7a950a0/US3411044-drawings-page-1.png
US-3324316-A,Controlled fusion devices ,Electro Optical Systems Inc,Gordon L Cann,1964-06-08,1964-06-08,1967-06-06,1967-06-06,https://patents.google.com/patent/US3324316A/en,https://patentimages.storage.googleapis.com/fc/80/df/b68c1e4c558a60/US3324316-drawings-page-1.png
DE-1489023-A1,Method and arrangement for generating short neutron pulses with a high surface current density ,Inst Plasmaphysik Gmbh,"Kronast Dr Dipl-Phys Benedikt, Hora Dr Dipl-Phys Heinrich",1964-08-12,1964-08-12,1969-04-24,,https://patents.google.com/patent/DE1489023A1/en,
GB-1083994-A,Annular confinement of high temperature plasmas ,Atomic Energy Commission,,1963-10-01,1964-09-07,1967-09-20,,https://patents.google.com/patent/GB1083994A/en,
US-3219534-A,Plasma confinement apparatus employing a helical magnetic field configuration ,Harold P Furth,Harold P Furth,1964-10-26,1964-10-26,1965-11-23,1965-11-23,https://patents.google.com/patent/US3219534A/en,https://patentimages.storage.googleapis.com/0c/08/4d/17cdd8be2baf87/US3219534-drawings-page-1.png
IL-22361-A,Low inductance spark gap ,Commissariat Energie Atomique,,1963-11-14,1964-11-01,1968-02-26,,https://patents.google.com/patent/IL22361A/en,
GB-1034250-A,A low inductance spark gap construction ,Commissariat Energie Atomique,"Andre Marc Bensussan, Yves Papillon",1963-11-14,1964-11-02,1966-06-29,,https://patents.google.com/patent/GB1034250A/en,
